accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall,learning_rate
0.5879284739494324,0.5627720355987549,0.9364388585090637,0.17698703706264496,0.4865133464336395,0.5931888818740845,0.5189302563667297,0.7963681817054749,0.3246809244155884,0.3141390383243561,0.0010000000474974513
0.6231335997581482,0.6468157768249512,0.7417618632316589,0.21772533655166626,0.5934128165245056,0.3037595748901367,0.5196845531463623,1.0503664016723633,0.3037595748901367,1.0,0.0010000000474974513
0.6516159176826477,0.7410180568695068,0.6345119476318359,0.26763495802879333,0.7756246328353882,0.37768691778182983,0.543944776058197,0.8846392631530762,0.30943015217781067,0.8513944745063782,0.0010000000474974513
0.6481912732124329,0.7717417478561401,0.5834053158760071,0.27728667855262756,0.8527824878692627,0.31202057003974915,0.5500750541687012,0.9722239971160889,0.30461248755455017,0.9859858751296997,0.0010000000474974513
0.6506254076957703,0.7849012017250061,0.5609422326087952,0.2820102572441101,0.8754968643188477,0.34763550758361816,0.5523161292076111,0.9067442417144775,0.3086037039756775,0.9252116084098816,0.0010000000474974513
0.6536285281181335,0.7886661291122437,0.5516306757926941,0.28516528010368347,0.8848665356636047,0.4319733679294586,0.5498037338256836,0.8502386212348938,0.31647348403930664,0.7501040697097778,0.0010000000474974513
0.6527328491210938,0.7961507439613342,0.5340025424957275,0.2869274616241455,0.9017603397369385,0.32555001974105835,0.5494261980056763,0.966382622718811,0.3058070242404938,0.9608713984489441,0.0005000000237487257
0.6560099720954895,0.7988405227661133,0.5288349390029907,0.2896270155906677,0.9067291021347046,0.35648655891418457,0.5498663187026978,0.950546145439148,0.3092251718044281,0.9064798355102539,0.0005000000237487257
0.6552934050559998,0.7975069284439087,0.5274901390075684,0.2894766628742218,0.9089295864105225,0.6789597868919373,0.5515986680984497,1.2262115478515625,0.39614996314048767,0.10850562155246735,0.0005000000237487257
0.6556832790374756,0.8005037307739258,0.5240309834480286,0.2900230586528778,0.911201000213623,0.4212678074836731,0.552711546421051,0.8908634781837463,0.3168855905532837,0.7832662463188171,0.0005000000237487257
0.6555357575416565,0.8004665374755859,0.5221743583679199,0.29043304920196533,0.9149630665779114,0.33865800499916077,0.5600950121879578,0.9687215089797974,0.30826252698898315,0.9463022351264954,0.0005000000237487257
0.6577064394950867,0.8068379163742065,0.5129172205924988,0.29237958788871765,0.9194349646568298,0.39079490303993225,0.5588291883468628,0.9250217080116272,0.31460732221603394,0.8531982898712158,0.0002500000118743628
0.6588234305381775,0.8071174621582031,0.5118237733840942,0.29303398728370667,0.9190800786018372,0.46269914507865906,0.5538877844810486,0.878401517868042,0.32227852940559387,0.697100043296814,0.0002500000118743628
0.6584440469741821,0.8067718744277954,0.5106183290481567,0.29305750131607056,0.9210675954818726,0.44288966059684753,0.5584478378295898,0.8663586378097534,0.32183295488357544,0.7532954216003418,0.0002500000118743628
0.6592659950256348,0.8077182173728943,0.5102760791778564,0.2934718728065491,0.9202867746353149,0.4567141532897949,0.548557698726654,0.8990712761878967,0.31881654262542725,0.6937699317932129,0.0002500000118743628
0.6596137285232544,0.8089447021484375,0.5090653300285339,0.2936164438724518,0.9197189211845398,0.586065948009491,0.5373691320419312,1.0103564262390137,0.3477399945259094,0.4141806662082672,0.0002500000118743628
0.6597506999969482,0.8101122379302979,0.5058750510215759,0.29412296414375305,0.922913134098053,0.3513866662979126,0.5656411647796631,0.9767929315567017,0.3112485110759735,0.9360343813896179,0.0001250000059371814
0.6580225825309753,0.8108638525009155,0.5041655898094177,0.29344549775123596,0.9260363578796387,0.33874231576919556,0.5635913610458374,0.9931969046592712,0.3083077073097229,0.9464409351348877,0.0001250000059371814
0.6598665714263916,0.8129265904426575,0.5027035474777222,0.29434508085250854,0.9240488409996033,0.42029839754104614,0.5629112720489502,0.8971292972564697,0.3220633864402771,0.8221173882484436,0.0001250000059371814
0.6599298119544983,0.8125759363174438,0.502638578414917,0.2941988706588745,0.922629177570343,0.36179718375205994,0.5551470518112183,0.9708800911903381,0.3105391263961792,0.9023171663284302,0.0001250000059371814
0.6606885194778442,0.813348650932312,0.5005637407302856,0.2949487268924713,0.9246876835823059,0.40411362051963806,0.5600194334983826,0.9179575443267822,0.31872156262397766,0.8454280495643616,0.0001250000059371814
0.6605409979820251,0.8149405121803284,0.49888962507247925,0.2947809398174286,0.9241198301315308,0.3939138352870941,0.5586245059967041,0.9314872622489929,0.31676289439201355,0.8602747321128845,6.25000029685907e-05
0.6615419983863831,0.8155474662780762,0.497872531414032,0.2954813539981842,0.9246166944503784,0.39736998081207275,0.5572342276573181,0.9239735007286072,0.31672266125679016,0.850145697593689,6.25000029685907e-05
0.6619319319725037,0.8158634901046753,0.4979099929332733,0.29550671577453613,0.922913134098053,0.35008007287979126,0.5583009719848633,0.9943634867668152,0.3100161850452423,0.9297904968261719,6.25000029685907e-05
0.662732720375061,0.8157326579093933,0.4978836476802826,0.2959901690483093,0.9227001667022705,0.3497428894042969,0.5640270113945007,0.978218674659729,0.31019994616508484,0.9321492910385132,6.25000029685907e-05
0.6631121039390564,0.8154579997062683,0.4980889558792114,0.29629799723625183,0.9231970310211182,0.36424174904823303,0.5623593330383301,0.9687923192977905,0.3126753866672516,0.9121687412261963,6.25000029685907e-05
0.6634387373924255,0.815516471862793,0.49706408381462097,0.296247273683548,0.9212095141410828,0.3467925488948822,0.5619966983795166,1.0076382160186768,0.30960363149642944,0.9353406429290771,3.125000148429535e-05
